鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
淡水區,房地(土地+建物)+車位,濱海路二段202巷1~30號,26.26,都市：其他:第五種住宅區,,,1091025,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060817,184.86,3,2,2,有,有,10870000,65028,坡道平面,33.08,1000000,,RPSQMLMLKHGGFEF08DA,88.67,2.63,10.68,有,
淡水區,房地(土地+建物)+車位,新市三路一段151~180號,12.03,都市：其他:第五種住宅區,,,1091201,土地1建物1車位1,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,86.8,1,1,1,有,有,5980000,74134,坡道平面,25.02,1400000,,RPRQMLKLKHGGFEF77DA,35.65,1.96,4.03,有,
中和區,房地(土地+建物),中正路271~300號,10.26,都市：其他:住宅區,,,1100117,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970129,80.49000000000001,2,1,1,有,有,9880000,122748,,0.0,0,陽台外推;,RPPRMLLJKHGGFHF87DA,46.7,1.07,7.11,有,
中和區,房地(土地+建物),景平路151~180號,3.45,都市：其他:道路用地,,,1100108,土地3建物1車位0,三十一層,四十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0861104,81.47,2,2,1,有,有,10300000,126427,,0.0,0,夾層;其他增建;,RPUOMLNLKHGGFHF48DA,48.95,19.1,0.0,有,
三峽區,房地(土地+建物)+車位,三樹路271~300號,19.43,都市：其他:住宅區,,,1100104,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940609,156.49,4,2,2,有,有,12550000,80197,坡道平面,24.81,0,,RPXNMLNLKHGGFIF78DA,88.84,3.06,5.36,有,
土城區,房地(土地+建物)+車位,德峰街2巷1~30號,24.32,都市：其他:第二種住宅區,,,1100114,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831208,145.35000000000002,3,2,2,有,有,13380000,92054,坡道平面,0.0,1600000,陽台外推;其他增建;,RPVRMLMLKHGGFAF18EA,87.38,0.0,8.52,有,
板橋區,房地(土地+建物)+車位,光武街50巷1~30號,16.51,都市：其他:住宅區,,,1100112,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010409,152.45999999999998,3,2,2,有,有,23500000,180816,坡道平面,36.32,2500000,陽台外推;,RPXRMLMLKHGGFAF38EA,64.22,6.06,10.58,有,
土城區,房地(土地+建物)+車位,學府路一段126巷31~60號,28.71,都市：其他:第二種住宅區,,,1091228,土地1建物1車位1,六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831215,192.37,3,2,2,有,有,19400000,100847,坡道平面,0.0,3000000,陽台外推;其他增建;,RPTNMLMLKHGGFAF57EA,105.28,0.0,10.78,有,
新店區,房地(土地+建物),安祥路110巷61~90號,36.16,,山坡地保育區,丙種建築用地,1091219,土地1建物1車位0,十二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850120,72.75,3,2,2,有,有,4100000,56357,,0.0,0,,RPRNMLNLKHGGFCF67EA,62.43,0.0,6.3,有,
汐止區,房地(土地+建物),大同路二段211~240號,4.48,都市：其他:第二種住宅區,,,1091230,土地1建物1車位0,十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001223,49.86,1,1,1,有,有,7500000,150421,,0.0,0,陽台外推;其他增建;,RPTOMLMLKHGGFDF97EA,31.33,0.0,3.82,有,
淡水區,房地(土地+建物)+車位,民權路187巷1~30號,43.4,都市：其他:住宅區(四),,,1091126,土地1建物1車位1,三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080211,365.77,4,2,4,有,有,33000000,94855,坡道平面,32.63,1400000,,RPWOMLKLKHGGFEF18EA,191.15,15.04,19.56,有,
淡水區,房地(土地+建物)+車位,義山路一段181~210號,23.49,都市：其他:第五種住宅區,,,1100112,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040316,162.18,3,2,2,有,有,10300000,63510,坡道平面,30.11,0,,RPSNMLMLKHGGFEF87EA,76.19,6.45,7.49,有,233.0
淡水區,房地(土地+建物)+車位,北新路181~210號,14.92,都市：其他:住宅區,,,1100116,土地1建物1車位1,十八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840728,119.25999999999999,2,2,1,有,有,5800000,48629,坡道平面,32.44,0,陽台外推;,RPTNMLMLKHGGFEF97EA,58.88,0.0,7.75,有,
淡水區,房地(土地+建物),中正東路一段3巷14弄1~30號,9.5,都市：其他:住宅區(四),,,1091025,土地2建物1車位0,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961121,75.94999999999999,1,2,1,有,有,7150000,94141,,0.0,0,,RPVNMLMLKHGGFEF18EA,47.83,1.92,4.23,有,235.0
淡水區,房地(土地+建物),大忠街91~120號,3.87,都市：其他:住宅區,,,1100112,土地1建物1車位0,十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830629,28.02,1,0,1,有,有,2300000,82084,,0.0,0,陽台外推;,RPWNMLMLKHGGFEF28EA,15.68,0.0,4.87,有,236.0
中和區,房地(土地+建物),員山路421~450號,5.94,都市：其他:住宅區,,,1100117,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840523,82.44000000000001,2,2,1,有,有,10100000,122513,,0.0,0,其他增建;,RPURMLMLKHGGFHF78EA,61.08,1.89,5.07,有,242.0
三重區,房地(土地+建物)+車位,重陽路一段26巷31~60號,17.85,都市：其他:人行步道用地,,,1100116,土地2建物1車位1,六層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001007,208.32,3,2,2,有,有,29000000,139209,坡道平面,32.54,0,,RPQNMLMLKHGGFGF87EA,110.9,4.44,10.3,有,
三峽區,房地(土地+建物)+車位,大觀路121~150號,23.51,都市：其他:住宅區,,,1100113,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960202,163.1,3,2,2,有,有,14880000,94907,坡道平面,22.12,1500000,,RPQPMLMLKHGGFIF28EA,91.51,3.05,7.39,有,
三峽區,房地(土地+建物),國慶路181~210號,21.51,都市：其他:住宅區,,,1100131,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951208,125.03,3,2,2,有,有,13600000,108774,,0.0,0,本案成交總價為1360萬，分拆土地建物價款為土地價款為10961600元，建物價款為2638400元陽台外推;其他增建;,RPPOMLNLKHGGFIF18EA,80.97,0.0,12.35,有,
淡水區,房地(土地+建物),水源街二段177巷91~120號,11.08,都市：其他:住宅區,,,1100113,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851202,78.84,3,2,1,有,有,4250000,53907,,0.0,0,夾層;,RPQNMLOLKHGGFEF87EA,50.32,3.4,4.84,有,249.0
三重區,房地(土地+建物)+車位,新北大道一段241~270號,11.28,都市：其他:住宅區,,,1091105,土地1建物1車位1,十八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880206,149.97,3,2,1,有,有,14800000,113435,坡道平面,37.13,2000000,陽台外推;,RPVNMLMLKHGGFGF38EA,69.93,0.0,13.79,有,
三重區,房地(土地+建物)+車位,自強路三段110巷1~30號,15.2,都市：其他:住宅區,,,1091226,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021220,118.81,3,2,1,有,有,15800000,132985,塔式車位,0.0,1500000,,RPWNMLMLKHGGFGF48EA,65.06,4.21,5.66,有,250.0
蘆洲區,房地(土地+建物)+車位,中山一路121~150號,14.78,都市：其他:住宅區,,,1100121,土地2建物1車位1,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860604,164.84,3,2,2,有,有,15450000,93727,坡道平面,0.0,1800000,陽台外推;,RPQOMLMLKHGGFGF97EA,88.4,2.52,10.56,有,
永和區,房地(土地+建物),永利路72巷1~30號,6.97,都市：其他:住宅區,,,1091127,土地3建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960207,52.18,2,2,1,有,有,8000000,153315,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPWNMLNLKHGGFHF68EA,31.75,0.79,4.29,有,
中和區,房地(土地+建物),中正路271~300號,6.55,都市：其他:住宅區,,,1100111,土地2建物1車位0,十六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,108.89,3,2,1,有,有,10700000,98264,,0.0,0,,RPPNMLNLKHGGFHF97EA,87.02,0.56,8.65,有,
中和區,房地(土地+建物)+車位,連勝街31~60號,24.05,都市：其他:住宅區,,,1091227,土地5建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891115,241.5,4,2,2,有,有,22880000,94741,坡道平面,87.52,0,,RPTQMLMLKHGGFHF58EA,104.78,0.0,16.55,有,
淡水區,房地(土地+建物),淡金路1~30號,3.65,都市：其他:商業區(二),,,1100115,土地1建物1車位0,二十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970909,63.5,1,1,1,有,有,6500000,102362,,0.0,0,陽台外推;,RPQPMLNLKHGGFEF97EA,34.59,0.0,5.59,有,
淡水區,房地(土地+建物)+車位,新市五路一段151~180號,27.15,都市：其他:第五種住宅區,,,1100118,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990208,166.32,3,2,2,有,有,8700000,52309,坡道平面,18.02,0,,RPRPMLNLKHGGFEF08EA,90.83,7.2,10.68,有,
淡水區,房地(土地+建物)+車位,新市一路一段31~60號,15.59,都市：其他:第五種住宅區,,,1100122,土地1建物1車位1,十八層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000214,133.01,3,2,2,有,有,7850000,59018,坡道平面,22.88,0,,RPVNMLNLKHGGFEF28EA,65.89,5.96,5.66,有,254.0
汐止區,房地(土地+建物),樟樹二路451~480號,15.85,都市：其他:第二種住宅區,,,1091108,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060518,98.16,2,2,1,有,有,9350000,95253,,0.0,0,,RPQPMLNLKHGGFDF87EA,57.13,1.76,6.7,有,
新店區,房地(土地+建物)+車位,中央路151~180號,27.75,都市：其他:捷運系統用地,,,1100123,土地3建物1車位1,十層,二十層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1011114,166.26,3,2,2,有,有,27300000,176777,坡道平面,25.97,2500000,,RPROMLNLKHGGFCF77EA,82.21,6.11,6.88,有,259.0
三峽區,房地(土地+建物)+車位,大義路181~210號,4.84,都市：其他:商業區,,,1100112,土地1建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970807,62.589999999999996,2,1,1,有,有,4750000,75891,坡道平面,16.44,0,,RPTNMLMJLHGGFIF18DA,28.27,0.0,3.85,有,267.0
中和區,房地(土地+建物),中和路391~420號,4.42,都市：其他:捷運系統用地,,,1091228,土地1建物1車位0,二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960329,67.27,3,1,2,有,有,15000000,222982,,0.0,0,,RPSOMLPLKHGGFHF48DA,39.02,0.0,5.99,有,
中和區,房地(土地+建物)+車位,民德路151~180號,7.77,都市：其他:住宅區,,,1091226,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881011,87.16,2,1,1,有,有,8500000,97522,坡道機械,11.58,0,,RPSOMLMLKHGGFHF18DA,49.47,0.0,10.39,有,269.0
中和區,房地(土地+建物),中正路811~840號,4.0,都市：其他:道路用地,,,1100117,土地2建物1車位0,十七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880915,47.46,1,1,1,有,有,6010000,126633,,0.0,0,其他增建;,RPTRMLLJKHGGFHF28DA,32.88,0.0,4.36,有,270.0
蘆洲區,房地(土地+建物)+車位,光明路88巷1~30號,31.56,都市：其他:住宅區,,,1091218,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010731,203.43,4,2,2,有,有,25000000,122892,坡道平面,37.46,0,,RPSPMLNLKHGGFGF28DA,101.86,7.1,5.31,有,274.0
蘆洲區,房地(土地+建物),中山二路33巷1~30號,11.69,都市：其他:住宅區,,,1100118,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890113,105.29,3,2,2,有,有,13080000,124228,,0.0,0,陽台外推;,RPRQMLNLKHGGFGF28DA,71.29,0.0,12.49,有,
淡水區,房地(土地+建物)+車位,新民街19巷31~60號,8.78,都市：其他:住宅區,,,1100205,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891027,58.47,1,0,1,有,有,3660000,90077,坡道平面,30.05,1100000,陽台縮小其他增建;,RPXOMLOLKHGGFEF58DA,17.24,0.0,4.04,有,
淡水區,房地(土地+建物)+車位,新民街一段1~30號,28.43,都市：其他:第三種住宅區。,,,1100112,土地1建物1車位1,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981225,168.82999999999998,3,2,2,有,有,10000000,59231,坡道平面,27.65,0,陽台外推;,RPPRMLMLKHGGFEF87DA,85.29,7.59,5.19,有,280.0
淡水區,房地(土地+建物),沙崙路一段31~60號,18.22,都市：其他:第三種住宅區。,,,1091107,土地1建物1車位0,十八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,95.28,2,1,2,有,有,7630000,80080,,0.0,0,預售屋、或土地及建物分次登記案件;,RPORMLTJKHGGFEF28DA,56.15,4.83,5.36,有,
新店區,房地(土地+建物),安祥路110巷17弄1~30號,73.32,,山坡地保育區,丙種建築用地,1091225,土地1建物1車位0,一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850203,188.32999999999998,2,1,1,有,無,9700000,51505,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPTNMLTKKHGGFCF28DA,110.12,14.02,0.0,有,
新店區,房地(土地+建物)+車位,寶橋路78巷61~90號,31.33,都市：其他:住宅區,,,1100111,土地1建物1車位2,二十二層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020829,366.55,4,2,3,有,有,47900000,144401,坡道平面,52.84,2600000,2個車位無法拆算價格預售屋、或土地及建物分次登記案件;,RPUNMLOJKHGGFCF77DA,194.36,5.99,18.77,有,
新店區,房地(土地+建物)+車位,中央路181~210號,40.7,都市：其他:捷運系統用地,,,1100110,土地3建物1車位1,五層,二十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1011114,240.49,4,2,3,有,有,36700000,152605,坡道平面,32.29,0,其他增建;,RPTOMLSLJHGGFCF28DA,124.72,3.07,13.74,有,320.0
新莊區,房地(土地+建物),龍安路571~600號,5.68,都市：其他:住宅區,,,1100202,土地1建物1車位0,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840713,48.879999999999995,1,0,1,有,有,4800000,98200,,0.0,0,,RPVRMLOLKHGGFBF38DA,36.02,0.0,5.53,有,
新店區,房地(土地+建物)+車位,寶橋路78巷121~150號,23.83,都市：其他:住宅區,,,1091229,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020829,272.39,4,2,3,有,有,38300000,140607,坡道平面,26.42,0,陽台外推;其他增建;,RPWPMLRLJHGGFCF58DA,148.28,9.35,16.2,有,323.0
林口區,房地(土地+建物)+車位,文化二路二段110巷1~30號,13.47,都市：其他:第五種住宅區,,,1100106,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960910,111.6,2,2,1,有,有,8450000,75717,坡道平面,23.12,0,陽台外推;,RPUNMLKLKHGGFBF47DA,52.14,2.25,8.87,有,
新莊區,房地(土地+建物),復興路二段31~60號,20.16,都市：其他:住宅區,,,1091221,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850311,137.04,3,2,2,有,有,14780000,107852,,0.0,0,陽台外推;其他增建;,RPTPNLQJJHGGFBF97DA,98.2,2.23,10.9,有,
土城區,房地(土地+建物),明德路二段121~150號,11.6,都市：其他:第一種住宅區,,,1100110,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830614,82.63,2,2,1,有,有,10800000,130703,,0.0,0,陽台外推;其他增建;,RPUNMLNLKHGGFAF67DA,60.01,0.0,6.83,有,333.0
土城區,房地(土地+建物),中央路二段149巷10弄1~30號,7.9,都市：其他:第二種住宅區,,,1100129,土地4建物1車位0,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,65.23,2,2,1,有,有,8100000,124176,,0.0,0,,RPPQMLMLKHGGFAF37DA,49.25,0.0,6.51,有,335.0
板橋區,房地(土地+建物)+車位,國慶路158巷1~30號,17.38,都市：其他:住宅區,,,1100116,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960723,133.92000000000002,3,2,2,有,有,17120000,127838,坡道機械,16.29,0,陽台外推;,RPXNMLSJKHGGFAF28DA,75.42,1.5,8.05,有,
土城區,房地(土地+建物),立德路91~120號,2.32,都市：其他:市場用地,,,1091207,土地2建物1車位0,十三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871123,35.49,1,0,1,有,有,4350000,122570,,0.0,0,,RPXPMLSJKHGGFAF48DA,21.58,0.0,6.17,有,
土城區,房地(土地+建物),中央路四段279巷1~30號,15.52,都市：其他:住宅區,,,1100116,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950817,119.94,3,2,2,有,有,11250000,93797,,0.0,0,陽台外推;,RPOOMLPJKHGGFAF17DA,77.46,0.8,12.61,有,
板橋區,房地(土地+建物),四川路一段61~90號,3.31,都市：其他:商業區,,,1100107,土地1建物1車位0,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030116,51.61,1,1,1,有,有,8800000,170510,,0.0,0,,RPPQMLMLJHGGFAF27DA,26.37,1.22,4.05,有,339.0
板橋區,房地(土地+建物)+車位,南雅南路二段1~30號,23.8,都市：其他:住宅區,,,1100104,土地3建物1車位1,六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860911,190.97,4,2,2,有,有,23450000,122794,坡道平面,48.82,0,陽台外推;,RPOPMLKLJHGGFAF86DA,116.13,0.0,12.64,有,
板橋區,房地(土地+建物)+車位,南雅南路二段91~120號,35.19,都市：其他:住宅區,,,1091215,土地2建物1車位2,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000602,334.72,4,2,3,有,有,44660000,154383,坡道平面,73.94,4400000,,RPUOMLOLKHGGFAF87DA,155.5,0.0,23.36,有,
板橋區,房地(土地+建物)+車位,漢生東路211~240號,7.66,都市：其他:第二種特定專用區,,,1100204,土地1建物1車位1,二十二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980724,120.59,2,2,1,有,有,25000000,207331,坡道機械,12.64,0,陽台外推;,RPXQMLOLKHGGFAF38DA,64.09,5.47,3.05,有,
新莊區,房地(土地+建物)+車位,立信三街35巷1~30號,12.51,都市：其他:住宅區,,,1100113,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970808,124.35,2,2,1,有,有,14280000,124723,坡道平面,25.09,1900000,其他增建;,RPORNLNKJHGGFBF47DA,61.73,0.0,6.25,有,350.0
泰山區,房地(土地+建物)+車位,仁義路181~210號,13.78,都市：其他:商業區,,,1100116,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931126,154.98000000000002,4,2,2,有,有,13800000,89044,坡道平面,0.0,0,陽台外推;,RPWPMLPLJHGGFBF28DA,87.35,3.35,6.48,有,
新莊區,房地(土地+建物)+車位,龍安路278巷1~30號,20.88,都市：其他:住宅區,,,1100130,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840729,159.12,3,2,2,有,有,8600000,54047,坡道平面,42.65,0,親友、員工、共有人或其他特殊關係間之交易;,RPSRMLMJKHGGFBF67DA,125.83,0.0,10.3,有,
新店區,房地(土地+建物),中正路280巷1~30號,11.75,都市：其他:第四種住宅區,,,1091213,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980306,113.44999999999999,2,2,2,有,有,18600000,163949,,0.0,0,陽台外推;其他增建;,RPUPMLMKJHGGFCF77DA,64.09,2.63,14.36,有,
新店區,房地(土地+建物),中正路700巷31~60號,28.89,都市：其他:第四種住宅區,,,1100129,土地1建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890225,169.67000000000002,3,1,2,有,有,16000000,94301,,0.0,0,停車位僅使用權，一年定期抽籤一次親友、員工、共有人或其他特殊關係間之交易;,RPUOMLNLKHGGFCF97DA,87.88,3.18,12.63,有,
汐止區,房地(土地+建物),東勢街31~60號,36.57,都市：其他:住宅區,,,1100118,土地1建物1車位0,二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810826,151.1,3,2,2,有,有,14100000,93316,,0.0,0,,RPWPMLMLJHGGFDF18DA,123.79,1.24,14.78,有,
汐止區,房地(土地+建物)+車位,林森街73巷31~60號,42.44,,鄉村區,乙種建築用地,1100121,土地3建物1車位1,十六層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820729,175.73000000000002,3,2,2,有,有,14000000,79668,坡道平面,36.31,0,附帶租約交易,RPVNMLKLKHGGFDF77DA,132.46,2.56,7.84,有,
淡水區,房地(土地+建物)+車位,沙崙路一段1~30號,27.99,都市：其他:第三種住宅區。,,,1091227,土地1建物1車位1,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,172.87,3,2,2,有,有,12120000,76487,坡道平面,30.1,1200000,預售屋、或土地及建物分次登記案件;,RPWQMLTJKHGGFEF98DA,85.41,8.14,5.14,有,
淡水區,房地(土地+建物)+車位,沙崙路一段1~30號,17.15,都市：其他:第三種住宅區。,,,1091202,土地1建物1車位1,十四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,117.35,2,1,1,有,有,7720000,74728,坡道平面,30.1,1200000,預售屋、或土地及建物分次登記案件;,RPWRMLRKKHGGFEF98DA,51.98,3.12,5.36,有,
淡水區,房地(土地+建物)+車位,自強路91~120號,22.69,都市：其他:商業區(一),,,1091215,土地22建物1車位2,十六層，夾層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810319,312.99,6,3,2,有,有,19000000,60705,坡道平面,0.0,0,陽台外推;其他增建;,RPRSMLMLKHGGFEF18DA,176.22,4.4,16.55,有,
淡水區,房地(土地+建物)+車位,水源街二段177巷61~90號,19.29,都市：其他:住宅區,,,1100123,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851202,108.51,3,2,1,有,有,4700000,43314,坡道平面,0.0,0,夾層;,RPXPMLNLKHGGFEF58DA,54.44,2.32,5.73,有,376.0
淡水區,房地(土地+建物)+車位,濱海路一段211~240號,44.62,都市：其他:第三種住宅區。,,,1100120,土地1建物1車位2,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011101,255.0,4,2,2,有,有,17750000,69608,坡道平面,66.6,0,,RPSOMLOLKHGGFEF08DA,125.9,2.72,13.56,有,377.0
淡水區,房地(土地+建物)+車位,新市二路二段121~150號,36.13,都市：其他:第五之一種住宅區,,,1091230,土地1建物1車位2,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050401,261.76,3,2,2,有,有,15000000,57304,坡道平面,72.1,0,房屋款折讓49500元整.,RPWOMLOLKHGGFEF48DA,110.6,9.81,11.05,有,
蘆洲區,房地(土地+建物)+車位,重陽街61~90號,22.7,都市：其他:住宅區,,,1091230,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021212,211.81,4,2,2,有,有,26260000,123979,坡道平面,28.96,0,,RPPRMLNLKHGGFGF18DA,108.43,9.49,4.6,有,
永和區,房地(土地+建物),環河西路二段241~270號,7.57,都市：其他:住宅區,,,1091221,土地1建物1車位0,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910613,120.77,3,2,2,有,有,16000000,132483,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPSPMLPJKHGGFHF38DA,80.85,0.0,10.37,有,
中和區,房地(土地+建物),景平路481~510號,3.93,都市：其他:道路用地,,,1100130,土地2建物1車位0,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0970501,55.980000000000004,1,1,1,有,有,9180000,163987,,0.0,0,,RPPRMLNLKHGGFHF28DA,33.85,0.0,0.0,有,387.0
樹林區,房地(土地+建物),中山路二段151~180號,15.26,都市：其他:第一種住宅區,,,1091114,土地2建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831111,127.65,3,2,2,有,有,9800000,76772,,0.0,0,陽台外推;,RPVNMLRKKHGGFIF88DA,102.86,0.0,12.29,有,
三峽區,房地(土地+建物)+車位,學勤路181~210號,16.88,都市：其他:商業區,,,1100202,土地1建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960727,194.48,3,2,2,有,有,15300000,78671,坡道平面,42.33,0,,RPVOMLNLKHGGFIF68DA,92.46,0.0,10.14,有,
三峽區,房地(土地+建物),國際二街1~30號,5.35,都市：其他:住宅區,,,1100119,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970204,39.019999999999996,1,1,1,有,有,4500000,115325,,0.0,0,,RPWOMLNLKHGGFIF78DA,22.72,0.0,2.26,有,389.0
三峽區,房地(土地+建物)+車位,大觀路151~180號,27.55,都市：其他:住宅區,,,1100119,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960202,190.8,3,2,2,有,有,16900000,88574,坡道平面,25.75,0,陽台外推;,RPOOMLTKKHGGFIF48DA,104.78,3.15,11.32,有,
新莊區,房地(土地+建物),新北大道七段481~510號,6.75,都市：其他:溝渠用地,,,1100116,土地2建物1車位0,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880409,75.34,2,3,2,有,有,7200000,95567,,0.0,0,陽台外推;夾層;其他增建;,RPRSMLOLKHGGFBF18EA,49.72,0.0,6.77,有,395.0
