鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
桃園區,房地(土地+建物)+車位,幸福路61~90號,13.1,都市：其他:商業區,,,1090822,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,133.57,2,2,1,有,有,9420000,75433,坡道平面,27.25,1400000,預售屋、或土地及建物分次登記案件;,RPPRMLPJKHGGFAH77DA,64.5,0.0,7.27,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.26,都市：其他:商業區,,,1090828,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,157.87,3,2,2,有,有,12400000,82683,坡道平面,27.25,1600000,預售屋、或土地及建物分次登記案件;,RPQRMLPJKHGGFAH87DA,78.61,0.0,10.41,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,11.24,都市：其他:商業區,,,1090214,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,117.43,2,2,1,有,有,8360000,78288,坡道平面,27.25,1300000,預售屋、或土地及建物分次登記案件;,RPRRMLPJKHGGFAH97DA,57.11,0.0,4.36,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,13.86,都市：其他:商業區,,,1090224,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,138.62,2,2,1,有,有,9700000,75424,坡道平面,27.25,1300000,預售屋、或土地及建物分次登記案件;,RPURMLPJKHGGFAH28DA,70.88,0.0,4.97,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,13.86,都市：其他:商業區,,,1090623,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,138.62,2,2,1,有,有,10030000,75694,坡道平面,27.25,1600000,預售屋、或土地及建物分次登記案件;,RPVRMLPJKHGGFAH38DA,70.88,0.0,4.97,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,11.57,都市：其他:商業區,,,1090221,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,119.9,2,2,1,有,有,8280000,73179,坡道平面,27.25,1500000,預售屋、或土地及建物分次登記案件;,RPXRMLPJKHGGFAH58DA,58.83,0.0,4.38,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,11.57,都市：其他:商業區,,,1081206,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,119.9,2,2,1,有,有,8060000,72963,坡道平面,27.25,1300000,預售屋、或土地及建物分次登記案件;,RPPSMLPJKHGGFAH87DA,58.83,0.0,4.38,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,11.57,都市：其他:商業區,,,1090801,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,119.9,2,2,1,有,有,8350000,76093,坡道平面,27.25,1300000,預售屋、或土地及建物分次登記案件;,RPQSMLPJKHGGFAH97DA,58.83,0.0,4.38,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,11.57,都市：其他:商業區,,,1081231,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,119.9,2,2,1,有,有,8320000,73610,坡道平面,27.25,1500000,預售屋、或土地及建物分次登記案件;,RPRSMLPJKHGGFAH08DA,58.83,0.0,4.38,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,13.15,都市：其他:商業區,,,1090702,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,134.92,2,2,1,有,有,9180000,73758,坡道平面,29.44,1400000,預售屋、或土地及建物分次登記案件;,RPSSMLPJKHGGFAH18DA,66.3,0.0,5.61,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.81,都市：其他:商業區,,,1090801,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,162.29000000000002,3,2,2,有,有,11950000,75903,坡道平面,27.25,1700000,預售屋、或土地及建物分次登記案件;,RPTSMLPJKHGGFAH28DA,137.33,0.0,16.12,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,11.62,都市：其他:商業區,,,1090716,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,121.53,2,2,1,有,有,9240000,80806,坡道平面,28.22,1700000,含裝潢費;預售屋、或土地及建物分次登記案件;,RPUSMLPJKHGGFAH38DA,59.62,0.0,4.0,有,
桃園區,房地(土地+建物)+車位,文中一路241~270號,38.38,都市：其他:第一之一種住宅區,,,1091228,土地1建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090407,274.63,3,2,2,有,有,27580000,105491,坡道平面,31.67,1950000,,RPQUMLQLJHGGFAH38DA,130.51,15.54,16.77,有,
桃園區,房地(土地+建物)+車位,文中二路121~150號,34.95,都市：其他:住宅區,,,1061224,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090528,245.79,4,2,2,有,有,22950000,109308,坡道平面,66.48,3350000,,RPXTMLLJKHGGFAH38DA,107.4,0.75,11.7,有,
桃園區,房地(土地+建物)+車位,大興西路三段241~270號,57.25,都市：其他:第一之二種住宅區,,,1100105,土地1建物1車位2,二十層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081212,451.25,4,2,4,有,有,50280000,116447,坡道平面,52.1,3800000,,RPSUMLLJKHGGFAH97DA,234.56,0.0,26.66,有,
桃園區,房地(土地+建物)+車位,幸福路151~180號,25.11,都市：其他:住宅區,,,1091221,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090227,170.49,3,2,2,有,有,14300000,85762,坡道平面,25.32,1850000,,RPVNMLOJKHGGFAH87DA,84.38,5.47,7.05,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,11.79,都市：其他:商業區,,,1090822,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,124.17,2,2,1,有,有,9580000,84239,坡道平面,29.44,1600000,預售屋、或土地及建物分次登記案件;,RPSTMLPJKHGGFAH28DA,718.85,0.0,73.11,有,
桃園區,房地(土地+建物)+車位,幸福路181~210號,17.57,都市：其他:住宅區,,,1091101,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090227,127.06,2,2,1,有,有,10500000,85512,坡道平面,25.32,1800000,,RPXQMLSJKHGGFAH78DA,62.54,1.03,4.73,有,
桃園區,房地(土地+建物)+車位,新埔八街61~90號,30.82,都市：其他:住宅區,,,1100117,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081105,191.08999999999997,3,2,2,有,有,15800000,82684,坡道平面,52.66,0,,RPTSMLSKKHGGFAH68DA,83.49,0.0,10.64,有,125.0
桃園區,房地(土地+建物)+車位,龍鳳三街65巷1~30號,18.9,都市：其他:第二種住宅區,,,1100106,土地2建物1車位1,十一層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880402,145.63,3,2,2,有,有,8500000,58367,坡道平面,0.0,0,,RPUPMLSKKHGGFAH48DA,75.55,0.0,9.85,有,126.0
桃園區,房地(土地+建物),經國路601~630號,11.26,都市：其他:住宅區,,,1100106,土地1建物1車位0,二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850420,107.44,3,2,2,有,有,7000000,65153,,0.0,0,,RPVNMLRKKHGGFAH28DA,76.99,3.29,8.59,有,
桃園區,房地(土地+建物)+車位,幸福路181~210號,23.01,都市：其他:住宅區,,,1100204,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090227,154.51,3,2,2,有,有,13980000,92200,坡道平面,23.49,1900000,,RPPNMLKLKHGGFAH07DA,78.71,2.5,6.77,有,
桃園區,房地(土地+建物)+車位,幸福路181~210號,23.01,都市：其他:住宅區,,,1100204,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090227,156.34,3,2,2,有,有,14020000,92123,坡道平面,25.32,1950000,,SPPNMLKLKHGGFAH17DA,78.71,2.5,6.77,有,
桃園區,房地(土地+建物),江南十街1~30號,16.57,都市：其他:第二種住宅區,,,1091230,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821104,108.57000000000001,3,2,2,有,有,5900000,54343,,0.0,0,,RPWOMLKLKHGGFAH87DA,82.34,1.61,9.7,有,128.0
桃園區,房地(土地+建物),國鼎一街1~30號,13.0,都市：其他:第二種住宅區,,,1100208,土地1建物1車位0,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860903,91.18,2,2,1,有,有,6250000,68546,,0.0,0,,RPTPMLKLKHGGFAH67DA,59.98,0.0,10.94,有,129.0
桃園區,房地(土地+建物)+車位,大有路541~570號,12.26,都市：其他:住宅區,,,1100107,土地1建物1車位1,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840419,134.48,3,2,2,有,有,7800000,58001,坡道平面,31.82,0,,RPRRMLKLKHGGFAH67DA,102.92,4.15,8.79,有,130.0
桃園區,房地(土地+建物)+車位,中正路1111~1140號,39.72,都市：其他:商業區,,,1100120,土地1建物1車位2,三十一層,三十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1011102,476.02,4,3,3,有,有,63500000,133398,坡道平面,46.78,0,,RPUPMLTKKHGGFAH58DA,283.04,7.96,27.05,有,
桃園區,房地(土地+建物),大有路481~510號,8.7,都市：其他:住宅區,,,1091210,土地1建物1車位0,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820811,76.73,2,1,1,有,有,4680000,60993,,0.0,0,,RPRQMLMLKHGGFAH77DA,51.96,0.6,7.08,有,131.0
桃園區,房地(土地+建物),中正路1381~1410號,12.2,都市：其他:住宅區,,,1100114,土地1建物1車位0,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830803,104.78,4,0,4,有,有,7880000,75205,,0.0,0,,RPUQMLMLKHGGFAH08DA,74.62,0.0,9.3,有,132.0
桃園區,房地(土地+建物)+車位,桃鶯路331~360號,10.74,都市：其他:商業區,,,1100119,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061106,122.74,2,2,1,有,有,8400000,68437,坡道平面,31.12,0,,RPVOMLNLKHGGFAH08DA,51.36,6.25,4.44,有,133.0
桃園區,房地(土地+建物)+車位,正光二街61~90號,22.44,都市：其他:住宅區,,,1090714,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091222,157.81,3,2,2,有,有,12700000,82804,坡道平面,25.57,1750000,,RPUTMLMLKHGGFAH38DA,78.18,0.99,10.73,有,
桃園區,房地(土地+建物)+車位,正光二街61~90號,22.44,都市：其他:住宅區,,,1090702,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091222,157.81,3,2,2,有,有,11500000,73730,坡道平面,25.57,1750000,,RPWTMLMLKHGGFAH58DA,78.18,0.99,10.73,有,
中壢區,房地(土地+建物),中山東路四段39巷1~30號,11.34,都市：其他:住宅區,,,1100123,土地3建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871023,88.25999999999999,3,2,2,有,有,3800000,43055,,0.0,0,夾層;,RPSNMLNLJHGGFBH67DA,51.17,0.0,7.98,有,137.0
中壢區,房地(土地+建物)+車位,環中東路301~330號,12.04,都市：其他:住宅區,,,1100124,土地1建物1車位1,十二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851016,129.81,3,2,2,有,有,5900000,45451,坡道平面,0.0,0,,RPURMLLJKHGGFBH97DA,63.17,6.18,13.04,有,139.0
中壢區,房地(土地+建物),元化路241~270號,7.99,都市：其他:住宅區,,,1100108,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940301,59.480000000000004,1,1,1,有,有,4250000,71453,,0.0,0,,RPORMLNJKHGGFBH57DA,38.27,0.0,6.19,有,140.0
中壢區,房地(土地+建物),環北路331~360號,3.36,都市：其他:住宅區,,,1100208,土地1建物1車位0,十層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980629,40.480000000000004,1,0,1,有,有,4150000,102520,,0.0,0,,RPUNMLSKKHGGFBH38DA,27.47,0.0,1.76,有,144.0
楊梅區,房地(土地+建物),裕成南路331~360號,28.98,,山坡地保育區,丙種建築用地,1100101,土地2建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861224,111.35999999999999,3,2,2,有,有,3000000,26940,,0.0,0,,RPSRMLQJKHGGFDH48DA,76.59,0.0,10.98,有,162.0
楊梅區,房地(土地+建物),文化街189巷31~60號,26.58,都市：其他:住宅區,,,1091230,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920219,163.87,3,2,2,有,有,5050000,30817,,0.0,0,,RPOOMLMLKHGGFDH57DA,88.13,0.0,7.98,有,
蘆竹區,房地(土地+建物),南福街91~120號,4.98,都市：其他:住宅區,,,1091231,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920728,39.120000000000005,1,1,1,有,有,4050000,103528,,0.0,0,,RPUNMLRKKHGGFEH58DA,25.36,0.0,2.99,有,
蘆竹區,房地(土地+建物)+車位,忠孝西路169巷1~30號,11.02,都市：其他:商業區,,,1100107,土地1建物1車位1,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850528,118.37,3,2,2,有,有,6300000,53223,坡道平面,0.0,0,,RPPNMLNLKHGGFEH77DA,61.63,1.72,7.73,有,
八德區,房地(土地+建物)+車位,豐田五街1~30號,25.22,都市：其他:第二種住宅區,,,1100110,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020823,162.69,3,2,2,有,有,8500000,52247,坡道平面,0.0,0,,RPVNMLRLJHGGFFH78DA,78.51,6.91,5.52,有,169.0
八德區,房地(土地+建物)+車位,豐德路331~360號,41.72,都市：其他:第二種住宅區,,,1091217,土地1建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020503,206.95,3,2,2,有,有,12050000,58227,坡道平面,35.87,0,,RPQNMLKLKHGGFFH67DA,100.18,1.8,13.92,有,172.0
八德區,房地(土地+建物),仁愛街1~30號,26.14,都市：其他:住宅區,,,1091225,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881125,143.14,3,2,2,有,有,7190000,50231,,0.0,0,,RPPOMLKLKHGGFFH67DA,87.4,0.0,11.93,有,
八德區,房地(土地+建物)+車位,豐田一路61~90號,17.24,都市：其他:第二種住宅區,,,1100101,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041012,127.32,2,2,1,有,有,7600000,59692,坡道平面,0.0,0,,RPPNMLLLKHGGFFH67DA,55.94,2.49,6.62,有,175.0
八德區,房地(土地+建物),陸光街50巷1~30號,24.16,都市：其他:住宅區,,,1100104,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881125,134.41,3,2,2,有,有,5630000,41887,,0.0,0,,RPUNMLQKKHGGFFH58DA,81.78,0.0,10.22,有,
平鎮區,房地(土地+建物)+車位,大連街91~120號,12.38,都市：其他:商業區,,,1100121,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050701,127.37,2,2,1,有,有,6550000,51425,坡道平面,0.0,0,,RPSNMLKLKHGGFGH97DA,57.77,0.0,6.27,有,180.0
平鎮區,房地(土地+建物)+車位,復旦路二段150巷271~300號,37.22,都市：其他:住宅區,,,1091118,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071128,181.68,3,2,2,有,有,14570000,80196,坡道平面,0.0,0,,RPUNMLKLKHGGFGH18DA,90.13,0.0,9.0,有,181.0
龜山區,房地(土地+建物)+車位,樂善三路91~120號,16.52,都市：其他:第五種住宅區,,,1091218,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090924,156.1,3,2,2,有,有,10350000,65275,坡道平面,28.18,2000000,,RPQNMLTJKHGGFHH58DA,78.22,0.0,8.13,有,
龜山區,房地(土地+建物)+車位,文二三街31~60號,12.22,都市：其他:中心商業區,,,1100131,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880622,131.57,3,2,2,有,有,9700000,73725,坡道平面,0.0,0,,RPPQMLNJKHGGFHH18DA,79.85,0.03,4.07,有,
龜山區,房地(土地+建物),文興路91~120號,3.4,都市：其他:中心商業區,,,1100101,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870416,32.89,1,1,1,有,有,4720000,143509,,0.0,0,,RPOQNLPJKHGGFHH38DA,21.39,0.0,3.57,有,
龜山區,房地(土地+建物)+車位,樂學路91~120號,12.78,都市：其他:第五種住宅區,,,1090706,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091116,120.36,2,1,1,有,有,7910000,70253,坡道機械,21.29,950000,,RPSNMLTKKHGGFHH88DA,58.52,1.14,8.25,有,
桃園區,房地(土地+建物),中華路31~60號,11.42,都市：其他:商業區,,,1100126,土地1建物1車位0,三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070910,97.5,2,2,1,有,有,11200000,114872,,0.0,0,,RPRNMLKLKHGGFAH37EA,59.51,0.0,7.67,有,
桃園區,房地(土地+建物)+車位,大興西路一段241~270號,25.86,都市：其他:商業區,,,1100110,土地1建物1車位2,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040811,300.24,4,2,3,有,有,28500000,94924,坡道平面,0.0,0,,RPQOMLKLKHGGFAH37EA,150.66,2.53,15.82,有,185.0
桃園區,房地(土地+建物)+車位,同德一街1~30號,65.34,都市：其他:住宅區,,,1100209,土地1建物1車位2,十九層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030301,422.46000000000004,4,2,4,有,有,34300000,81191,坡道平面,0.0,0,,RPQRMLMLKHGGFAH87EA,206.27,20.64,21.49,有,187.0
八德區,房地(土地+建物)+車位,豐德路181~210號,19.93,都市：其他:第二種住宅區,,,1091204,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030819,117.82000000000001,2,1,1,有,有,6250000,53047,坡道平面,22.5,0,,RPXNMLMLKHGGFFH68EA,54.75,1.69,7.71,有,194.0
平鎮區,房地(土地+建物)+車位,莊隆街1~30號,25.28,都市：其他:住宅區,,,1100123,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031002,165.4,3,2,2,有,有,8400000,50786,坡道平面,0.0,0,,RPTOMLPLKHGGFGH78EA,79.41,0.0,9.37,有,195.0
中壢區,房地(土地+建物)+車位,中山東路三段61~90號,11.12,都市：其他:商業區,,,1100130,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970428,174.28,3,2,2,有,有,8300000,52918,坡道平面,40.11,1200000,陽台外推;其他增建;含租約;,RPPPMLNLKHGGFBH77EA,83.1,5.03,10.62,有,
