鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,總件數,總車位數,平均總價元,平均車位總價元
大安區,房地(土地+建物)+車位,四維路170巷31~60號,13.96,都市：其他:第三種住宅區。,,,1100112,土地1建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980115,86.78,3,2,1,有,有,21280000,245218,升降機械,0.0,1600000,夾層;其他增建;,RPVOMLSKKHGGFFA28DA,38.74,1.42,3.85,有,,3,1,7093333,1600000
中正區,房地(土地+建物),羅斯福路四段40巷6弄1~30號,24.94,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1091226,土地2建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,66.61,6,6,6,有,無,17380000,260922,,0.0,0,,RPQNMLTKKHGGFAA37EA,66.61,0.0,0.0,無,,3,0,5793333,0
中正區,房地(土地+建物),和平西路二段121~150號,14.85,都市：其他:第三之一種住宅區。,,,1100122,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780627,120.30999999999999,3,2,2,有,有,8000000,66495,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPVNMLTKKHGGFAA87EA,84.94,0.0,12.38,有,,2,0,4000000,0
文山區,房地(土地+建物)+車位,秀明路二段151~180號,50.3,都市：其他:第三種住宅區。,,,1100117,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960504,199.88,4,2,2,有,有,33000000,175767,坡道平面,23.51,2000000,陽台外推;,RPOOMLTKKHGGFAA27EA,106.45,4.23,11.72,有,,3,1,11000000,2000000
中正區,房地(土地+建物)+車位,汀州路二段61~90號,13.06,都市：其他:第三種住宅區。,,,1091229,土地2建物1車位1,十八層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060704,202.36,3,2,2,有,有,50000000,277155,坡道平面,32.78,3000000,,RPQOMLTKKHGGFAA47EA,96.11,6.5,11.21,有,19.0,4,1,12500000,3000000
文山區,房地(土地+建物)+車位,政大一街320巷61~90號,42.49,都市：其他:第二種住宅區。,,,1100112,土地2建物1車位1,五層,七層,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,0900716,180.75,4,2,2,有,有,20770000,114910,坡道機械,0.0,1500000,陽台外推;其他增建;,RPTOMLTKKHGGFAA77EA,93.54,1.98,9.58,有,,4,1,5192500,1500000
中正區,房地(土地+建物),汀州路二段255巷5弄1~30號,21.95,都市：其他:第三種住宅區。,,,1091129,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730409,116.36,3,2,2,有,無,21000000,180474,,0.0,0,陽台外推;,RPUOMLTKKHGGFAA87EA,81.69,0.0,15.04,有,20.0,2,0,10500000,0
文山區,房地(土地+建物),景興路153巷1~30號,14.18,都市：其他:第三種住宅區。,,,1100105,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830317,70.78999999999999,2,2,1,有,有,14800000,209069,,0.0,0,陽台外推;其他增建;,RPWOMLTKKHGGFAA08EA,45.2,2.34,4.51,有,,2,0,7400000,0
文山區,房地(土地+建物),辛亥路五段91~120號,24.08,都市：其他:第二種住宅區 但是否在第三種住宅區(應依建築線或俟地籍測量分割後，再確定)。,,,1091013,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720211,145.7,4,2,2,有,有,19300000,132464,,0.0,0,陽台外推;,RPXOMLTKKHGGFAA18EA,104.02,0.0,20.84,有,,2,0,9650000,0
文山區,房地(土地+建物)+車位,景華街181~210號,27.23,都市：其他:第三種住宅區。,,,1100123,土地1建物1車位2,十五層,十七層,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造,1050930,272.2,3,1,2,有,有,40000000,146951,坡道平面,0.0,0,,RPOPMLTKKHGGFAA37EA,110.47,5.18,11.41,有,21.0,4,2,10000000,0
文山區,土地,興隆段三小段721~750地號,13.0,都市：其他:第三種住宅區。,,,1100204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2870138,220780,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPPPMLTKKHGGFAA47EA,0.0,0.0,0.0,無,,1,0,2870138,0
文山區,房地(土地+建物),興隆路二段203巷31~60號,26.5,都市：其他:第三種住宅區。,,,1091230,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880329,106.3,3,2,1,有,有,12406000,116707,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPPNMLKLKHGGFAA09EA,75.45,0.0,10.27,有,,2,0,6203000,0
文山區,土地,木柵段三小段481~510地號,10.0,都市：其他:第三種住宅區。,,,1100204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4840000,484000,,0.0,0,,RPSNMLKLKHGGFAA76EA,0.0,0.0,0.0,無,,1,0,4840000,0
文山區,房地(土地+建物),木新路二段111巷12弄1~30號,31.29,都市：其他:第三種住宅區。,,,1100126,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740618,101.3,3,2,1,有,無,12580000,124186,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;陽台外推;,RPROMLMLJHGGFAA86EA,76.82,7.87,7.66,無,22.0,2,0,6290000,0
文山區,房地(土地+建物),木柵路二段161巷1~30號,23.88,都市：其他:第三種住宅區。,,,1100108,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,39.76,2,2,1,有,無,5180000,130282,,0.0,0,陽台外推;,RPTOMLMLJHGGFAA07EA,39.76,0.0,0.0,無,,3,0,1726666,0
文山區,房地(土地+建物),木新路三段391~420號,27.37,都市：其他:第三種住宅區。,,,1091228,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0800123,99.23,3,2,1,有,無,12000000,120931,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;陽台外推;,RPWNMLMLKHGGFAA37EA,74.34,3.82,8.79,無,23.0,2,0,6000000,0
大同區,房地(土地+建物),環河北路一段121~150號,23.75,都市：其他:特定專用區(供河濱住宅使用)。,,,1091221,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,93.61,3,2,2,有,無,13550000,144749,,0.0,0,陽台外推;,RPXOMLSKKHGGFBA18EA,81.37,0.0,12.24,無,,3,0,4516666,0
萬華區,車位,民和街81巷1~30號,2.91,都市：其他:第三種住宅區。,,,1100113,土地1建物1車位1,一層,十三層,其他,（Ｇ３）一般零售業甲組（不含日用百貨）,鋼筋混凝土造,1071105,34.629999999999995,0,0,0,有,有,2000000,,坡道平面,0.0,2000000,僅車位交易;,RPPPMLSKKHGGFBA47EA,0.0,0.0,0.0,有,24.0,3,1,666666,2000000
萬華區,建物,東園街73巷31~60號,0.0,,,,1100111,土地0建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660409,98.99,3,2,2,有,無,6000000,60612,,0.0,0,,RPUNMLTKKHGGFBA87EA,87.06,11.93,0.0,無,,1,0,6000000,0
中正區,房地(土地+建物),杭州南路一段1~30號,34.69,都市：其他:第三種住宅區。,,,1091223,土地1建物2車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0650702,189.94,6,3,2,有,有,45000000,236917,,0.0,0,,RPPOMLTKKHGGFBA47EA,153.18,0.0,21.38,有,,3,0,15000000,0
大同區,房地(土地+建物)+車位,民權西路144巷5弄1~30號,15.83,都市：其他:第四種住宅區。,,,1100111,土地2建物1車位1,九層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790323,204.08,3,2,2,有,有,17300000,84771,坡道平面,45.94,0,兄妹二親等主張買賣親友、員工、共有人或其他特殊關係間之交易;,RPQOMLTKKHGGFBA57EA,165.66,0.0,13.15,有,,4,1,4325000,0
大同區,房地(土地+建物)+車位,延平北路二段200巷1~30號,26.37,都市：其他:特定專用區(供一般商業使用)。,,,1100119,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0891228,213.14,4,2,2,有,有,35000000,164211,升降機械,0.0,0,,RPXNMLKLKHGGFBA37EA,134.2,0.0,11.53,有,25.0,3,1,11666666,0
中山區,房地(土地+建物),龍江路137巷1~30號,17.8,都市：其他:第三種住宅區。,,,1100111,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670627,68.61,3,2,1,有,無,14900000,217170,,0.0,0,,RPTNMLMLJHGGFCA17EA,56.3,0.0,12.31,無,26.0,2,0,7450000,0
中山區,房地(土地+建物),林森北路145巷1~30號,25.67,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種住宅區)。,,,1091229,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),,加強磚造,,66.36,2,2,1,有,無,10580000,159433,,0.0,0,,RPUNMLMLJHGGFCA27EA,66.36,0.0,0.0,無,,2,0,5290000,0
中山區,房地(土地+建物),民權東路二段181~210號,31.75,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之貳種住宅區)。,,,1100109,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0590122,81.02,2,2,1,有,無,14052000,173439,,0.0,0,陽台外推;,RPVNMLMLJHGGFCA37EA,81.02,0.0,0.0,無,,2,0,7026000,0
中山區,房地(土地+建物),新生北路二段31~60號,7.69,都市：其他:第三之二種住宅區及第三種住宅區 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1100203,土地11建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0661105,77.65,1,1,1,有,有,11700018,150676,,0.0,0,,RPVNMLTKKHGGFCA08EA,60.9,0.0,6.3,有,,12,0,975001,0
中山區,房地(土地+建物)+車位,中山北路三段1~30號,23.9,都市：其他:道路用地(公共設施用地)。71/6/22,,,1091223,土地2建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031203,362.75,3,2,3,有,有,88000000,242591,坡道平面,0.0,0,,RPOOMLTKKHGGFCA47EA,159.08,3.32,20.94,有,27.0,5,2,17600000,0
中山區,房地(土地+建物),合江街91~120號,18.55,都市：其他:第三種住宅區。,,,1100131,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741204,72.48,6,1,5,有,無,14950000,206264,,0.0,0,天井增建陽台外推;頂樓加蓋;,RPPOMLTKKHGGFCA57EA,60.82,0.0,8.19,無,28.0,3,0,4983333,0
中山區,房地(土地+建物),明水路541~570號,10.8,都市：其他:第三種住宅區。,,,1100116,土地1建物1車位0,十二層，十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850530,47.42,1,2,1,有,有,12760000,269085,,0.0,0,夾層;,RPSOMLTKKHGGFCA87EA,30.55,1.69,3.26,有,29.0,2,0,6380000,0
內湖區,房地(土地+建物)+車位,康樂街136巷30弄1~30號,25.29,都市：其他:第三種住宅區。,,,1080605,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090424,152.78,3,2,2,有,有,24050000,164001,坡道機械,16.5,1700000,,RPUOMLTKKHGGFCA08EA,90.58,0.63,8.15,有,,3,1,8016666,1700000
內湖區,房地(土地+建物),康樂街136巷30弄1~30號,18.73,都市：其他:第三種住宅區。,,,1090701,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090424,100.89,3,2,1,有,無,17300000,171474,,0.0,0,,RPVOMLTKKHGGFCA18EA,66.75,0.0,6.91,有,,2,0,8650000,0
中山區,房地(土地+建物),民生東路二段115巷1~30號,33.07,都市：其他:第貳種商業區(依都市計畫說明書圖規定辦理，始得作第貳種商業區使用)(原屬第參種住宅區)。,,,1100110,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740927,149.95,4,2,2,有,有,27500000,183394,,0.0,0,陽台、雨遮加窗其他增建;,RPVPMLTKKHGGFCA28EA,122.59,1.62,15.26,有,,2,0,13750000,0
內湖區,房地(土地+建物)+車位,瑞光路478巷18弄31~60號,105.85,都市：其他:科技工業區(A區)(不得作住宅使用)。,,,1091216,土地1建物2車位4,八層,八層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0880918,637.06,3,1,0,有,有,87000000,136565,坡道平面,147.56,0,,RPUQMLTKKHGGFCA28EA,311.81,8.2,0.0,有,30.0,7,4,12428571,0
中山區,房地(土地+建物),中山北路二段137巷31~60號,21.17,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1091222,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0660514,101.47,3,2,2,有,無,16400000,161624,,0.0,0,陽台外推;其他增建;,RPQNMLKLKHGGFCA76EA,94.65,0.0,6.82,無,,2,0,8200000,0
內湖區,房地(土地+建物)+車位,東湖路113巷49弄91~120號,35.35,都市：其他:第三種住宅區。,,,1091111,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0791126,158.77,3,2,2,有,有,26000000,163759,坡道機械,0.0,0,,RPOPMLMJKHGGFCA76EA,113.16,0.0,15.16,有,,3,1,8666666,0
松山區,房地(土地+建物),三民路180巷1~30號,30.4,都市：其他:住宅用地。,,,1100112,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680924,103.56,3,2,2,有,無,20680000,199691,,0.0,0,,RPWPMLLJKHGGFDA57EA,91.9,0.0,11.66,無,31.0,2,0,10340000,0
松山區,房地(土地+建物),南京東路三段331~360號,10.84,都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第參種住宅區)。,,,1100101,土地2建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0670120,82.75,2,1,0,有,有,18500000,223565,,0.0,0,,RPROMLTKKHGGFDA87EA,62.7,0.0,0.0,有,,3,0,6166666,0
松山區,房地(土地+建物),南京東路五段291巷29弄1~30號,15.2,都市：其他:第三種住宅區。,,,1100121,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850920,57.45,0,0,0,無,無,8880000,154569,,0.0,0,,RPTOMLTKKHGGFDA08EA,26.23,21.94,3.1,無,,3,0,2960000,0
松山區,房地(土地+建物),長春路421~450號,15.09,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)及第三種住宅區。,,,1100128,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680123,79.27,2,2,1,有,有,18000000,227072,,0.0,0,陽台外推;,RPUOMLTKKHGGFDA18EA,54.98,0.0,5.14,有,32.0,3,0,6000000,0
士林區,房地(土地+建物),德行東路266巷1~30號,3.16,都市：其他:第三種住宅區。,,,1091230,土地3建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700216,9.78,3,2,2,有,有,1000000,102249,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPXOMLSKKHGGFEA48EA,8.86,0.92,0.0,無,33.0,4,0,250000,0
士林區,房地(土地+建物),文林路661巷39弄1~30號,28.1,都市：其他:第三種住宅區。,,,1100118,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710120,102.3,3,2,2,有,無,13000000,127077,,0.0,0,含裝潢費;含傢俱設備費;含土地增值稅或其他稅費681804元;親友、員工、共有人或其他特殊關係間之交易;,RPRNMLTKKHGGFEA87EA,86.6,0.0,13.74,無,,2,0,6500000,0
士林區,房地(土地+建物),雨聲街31~60號,21.5,都市：其他:第三種住宅區。,,,1100128,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670327,47.28,3,1,2,有,無,6000000,126930,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPSNMLTKKHGGFEA97EA,38.62,0.0,8.65,無,,2,0,3000000,0
士林區,房地(土地+建物),德行東路1~30號,17.39,都市：其他:第三種住宅區。,,,1100105,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0750217,78.52,1,1,2,有,無,46500000,592206,,0.0,0,其他增建;含租約;,RPTNMLTKKHGGFEA08EA,147.38,12.68,10.18,有,34.0,2,0,23250000,0
士林區,房地(土地+建物),通河西街二段1~30號,13.79,都市：其他:第一種商業區。,,,1100106,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0880526,84.06,3,2,2,有,有,14200000,168927,,0.0,0,夾層;,RPVNMLTKKHGGFEA28EA,48.75,0.0,5.54,有,,2,0,7100000,0
北投區,房地(土地+建物)+車位,中央北路三段40巷34弄1~30號,26.45,都市：其他:第三種住宅區。,,,1091130,土地1建物2車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990817,141.57999999999998,4,2,2,有,有,17180000,121345,升降機械,0.0,1500000,陽台外推;其他增建;,RPWNMLTKKHGGFEA38EA,63.21,5.96,11.19,有,35.0,4,1,4295000,1500000
士林區,房地(土地+建物),福志路14巷7弄1~30號,38.48,都市：其他:第三種住宅區。,,,1091221,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750214,114.83999999999999,4,3,2,有,無,18060000,157262,,0.0,0,陽台外推;頂樓加蓋;含租約;,RPXNMLTKKHGGFEA48EA,91.26,0.0,19.7,無,36.0,2,0,9030000,0
北投區,房地(土地+建物),致遠一路二段35巷1~30號,37.3,都市：其他:第三種住宅區。,,,1100102,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810130,110.05000000000001,4,2,2,有,有,19300000,175375,,0.0,0,陽台加窗其他增建;,RPOOMLTKKHGGFEA67EA,86.7,0.87,10.47,無,37.0,2,0,9650000,0
北投區,房地(土地+建物),中央南路一段130巷1~30號,48.0,都市：其他:第三種住宅區。,,,1100112,土地1建物1車位0,全,,透天厝,住家用,磚造,0461011,39.0,2,1,1,有,無,8000000,205128,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;其他增建;,RPPOMLKLKHGGFEA96EA,39.0,0.0,0.0,無,,2,0,4000000,0
松山區,房地(土地+建物),敦化南路一段100巷31~60號,22.75,都市：其他:第三種住宅區。,,,1100122,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690505,121.49000000000001,3,2,2,有,無,32400000,266689,,0.0,0,陽台外推;,RPQOMLSKKHGGFDA67EA,100.89,0.0,17.9,有,38.0,2,0,16200000,0
