鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,總件數,總車位數,平均總價元,平均車位總價元
大安區,房地(土地+建物)+車位,和平東路二段76巷23弄1~30號,27.67,都市：其他:第三種住宅區。,,,1091229,土地1建物2車位2,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000713,153.61,3,2,1,有,有,32000000,242976,升降機械,35.08,3200000,陽台外推;其他增建;,RPWOMLTKKHGGFFA58EA,57.96,7.37,7.44,有,40.0,5,2,6400000,1600000
大安區,房地(土地+建物),復興南路二段125巷20弄1~30號,30.46,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)及第三種住宅區。,,,1091205,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,100.11,3,2,2,有,無,18300000,182799,,0.0,0,,RPQPMLTKKHGGFFA08EA,100.11,0.0,0.0,無,,2,0,9150000,0
大安區,房地(土地+建物)+車位,瑞安街244巷1~30號,27.27,都市：其他:第三種住宅區。,,,1100118,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060111,246.6,3,2,3,有,有,85200000,371828,其他,25.53,3000000,含裝潢費;含傢俱設備費;,RPRPMLTKKHGGFFA18EA,117.05,15.21,11.93,有,,3,1,28400000,3000000
大安區,土地,懷生段一小段691~720地號,22.86,都市：其他:道路用地(公共設施用地)。59/3/18,,,1100202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1694171,74111,,0.0,0,包含公共設施保留地用地;,RPPNMLKLKHGGFFA96EA,0.0,0.0,0.0,無,41.0,1,0,1694171,0
松山區,房地(土地+建物),八德路三段158巷20弄1~30號,14.72,都市：其他:第三種住宅區。,,,1091128,土地2建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0661019,77.35,1,1,1,有,有,23630000,305495,,0.0,0,其他增建;,RPQOMLTKKHGGFDA77EA,65.0,8.55,0.0,有,,3,0,7876666,0
南港區,房地(土地+建物),同德路61~90號,24.04,都市：其他:第三種住宅區。,,,1091220,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0730724,100.02,3,2,1,有,無,18600000,185963,,0.0,0,,RPRPMLQLJHGGFDA67EA,66.75,0.0,7.66,有,,2,0,9300000,0
北投區,房地(土地+建物)+車位,三合街一段117巷61~90號,22.18,都市：其他:第三種住宅區。,,,1100108,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070502,127.78,3,2,2,有,有,26080000,253222,坡道平面,35.45,2700000,空地加蓋夾層;其他增建;,RPSPMLKLKHGGFEA37EA,62.26,0.0,0.0,有,42.0,3,1,8693333,2700000
北投區,土地,豐年段二小段571~600地號,992.41,都市：其他:農業區。,,,1100201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,31500000,31741,,0.0,0,農作物;,RPWPMLKLKHGGFEA77EA,0.0,0.0,0.0,無,43.0,1,0,31500000,0
北投區,房地(土地+建物),光明路181~210號,4.36,都市：其他:特定觀光商業專用區。,,,1100120,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0940322,39.11,1,1,1,有,有,6780000,173357,,0.0,0,,RPQNMLMLKHGGFEA17EA,20.64,0.65,3.02,有,44.0,2,0,3390000,0
士林區,房地(土地+建物),仰德大道四段32巷1~30號,23.7,都市：其他:住宅區(原為保護區，經都市計畫檢討主要計畫變更，但因細部計畫及整體開發作業尚未完成，尚未能准許依變更後計畫用途使用)。,,,1100115,土地1建物1車位0,全,,透天厝,住家用,磚造,,12.3,0,0,0,無,無,760671,61843,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPSNMLKLKHGGFEA17EA,0.0,0.0,0.0,無,,2,0,380335,0
北投區,房地(土地+建物),懷德街56巷1~30號,36.25,都市：其他:第三種住宅區。,,,1091216,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610127,88.0,3,2,1,有,無,14300000,162500,,0.0,0,,RPTNMLKLKHGGFEA27EA,88.0,0.0,0.0,無,,2,0,7150000,0
士林區,房地(土地+建物),福國路31~60號,29.1,都市：其他:第三之二種住宅區。,,,1091229,土地5建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0671116,146.13,3,2,2,有,有,25800000,176555,,0.0,0,陽台外推;,RPOOMLKLKHGGFEA86EA,131.52,0.0,14.61,有,,6,0,4300000,0
士林區,房地(土地+建物),福港街262巷1~30號,27.6,都市：其他:第三種住宅區。,,,1100103,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690110,93.71,6,2,5,有,無,13800000,147263,,0.0,0,陽台外推;其他增建;,RPUNMLTKKHGGFEA18EA,87.08,0.0,6.62,無,,2,0,6900000,0
松山區,車位,南京東路五段271~300號,5.31,都市：其他:第三種住宅區。,,,1091231,土地18建物1車位1,地下層,六層,其他,見使用執照,鋼筋混凝土造,0650609,26.5,0,0,0,有,有,2200000,,坡道平面,26.5,2200000,親友、員工、共有人或其他特殊關係間之交易;僅車位交易;,RPTNMLKLKHGGFDA17EA,0.0,0.0,0.0,有,45.0,20,1,110000,2200000
松山區,房地(土地+建物),南京東路五段211~240號,4.44,都市：其他:聯合開發區(捷)。,,,1100124,土地1建物1車位0,四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980331,55.620000000000005,1,1,1,有,有,12850000,231032,,0.0,0,,RPVOMLKLKHGGFDA47EA,31.59,1.54,3.54,有,,2,0,6425000,0
松山區,房地(土地+建物),新東街12巷1~30號,38.62,都市：其他:住宅用地(民生社區特定專用區)。,,,1100106,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630723,111.52,3,2,2,有,無,21750000,195032,,0.0,0,陽台外推;,RPOQMLLJKHGGFDA86EA,111.52,0.0,0.0,無,,2,0,10875000,0
信義區,房地(土地+建物),忠孝東路五段372巷28弄1~30號,15.93,都市：其他:第三種住宅區。,,,1100118,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0721003,78.37,1,2,1,有,無,15800000,201608,,0.0,0,,RPPQMLLJKHGGFDA96EA,56.43,9.25,7.94,有,,2,0,7900000,0
松山區,房地(土地+建物),敦化北路238巷1~30號,29.88,都市：其他:第三種住宅區。,,,1091018,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671220,103.27,3,2,2,有,無,21500000,208192,,0.0,0,,RPQQMLLJKHGGFDA07EA,89.6,0.0,13.67,無,,2,0,10750000,0
內湖區,房地(土地+建物),康樂街136巷30弄1~30號,25.29,都市：其他:第三種住宅區。,,,1081231,土地2建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090424,136.28,3,2,2,有,有,22800000,167303,,0.0,0,,RPPPMLMLKHGGFCA07EA,90.58,0.63,8.15,有,,3,0,7600000,0
中山區,房地(土地+建物),龍江路415巷1~30號,12.9,都市：其他:第三種住宅區。,,,1091112,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660914,50.76,3,2,1,有,無,11200000,220646,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPRNMLKLKHGGFCA86EA,32.04,18.73,0.0,無,,3,0,3733333,0
內湖區,房地(土地+建物),港墘路31~60號,26.62,都市：其他:第三種住宅區。,,,1091230,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720526,88.87,2,2,1,有,無,15750000,177225,,0.0,0,,RPTOMLKLKHGGFCA17EA,82.27,0.0,6.6,無,,2,0,7875000,0
中山區,房地(土地+建物),松江路451~480號,29.25,都市：其他:第三之二種住宅區。,,,1091226,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650704,83.74,3,1,3,有,無,16820000,200860,,0.0,0,陽台外推;,RPXOMLKLKHGGFCA57EA,78.58,0.0,5.16,無,46.0,2,0,8410000,0
內湖區,房地(土地+建物),內湖路一段91巷102弄1~30號,36.42,都市：其他:第三種住宅區。,,,1091127,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0941228,127.16999999999999,3,2,2,有,有,24800000,195015,,0.0,0,,RPOPMLKLKHGGFCA76EA,81.62,4.08,9.24,有,,2,0,12400000,0
內湖區,房地(土地+建物)+車位,康樂街136巷30弄1~30號,27.67,都市：其他:第三種住宅區。,,,1090917,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090424,183.97,4,2,2,有,有,26380000,160365,坡道平面,35.06,2500000,,RPPPMLKLKHGGFCA86EA,98.86,0.63,9.2,有,,3,1,8793333,2500000
內湖區,房地(土地+建物),內湖路三段187巷1~30號,19.4,都市：其他:第三種住宅區。,,,1100116,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680605,64.65,4,1,1,有,無,9600000,148492,,0.0,0,,RPRPMLKLKHGGFCA07EA,50.51,0.0,14.14,無,,2,0,4800000,0
內湖區,房地(土地+建物)+車位,行善路59巷20弄1~30號,76.77,都市：其他:住宅區(供住宅使用)。,,,1100104,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0910117,213.95999999999998,3,2,2,有,有,42000000,196298,坡道平面,0.0,2500000,,RPSPMLKLKHGGFCA17EA,117.1,0.0,14.65,有,,3,1,14000000,2500000
中山區,房地(土地+建物)+車位,北安路608巷4弄1~30號,63.4,都市：其他:第三種住宅區。,,,1091231,土地1建物1車位2,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820827,340.54,5,2,3,有,有,69980000,205497,坡道平面,0.0,6000000,2個車位面積合計為86.23平方公尺其他增建;,RPTPMLKLKHGGFCA27EA,261.24,13.08,24.29,有,47.0,4,2,17495000,3000000
中山區,建物,長春路258巷1~30號,0.0,,,,1100110,土地0建物1車位1,六層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0850924,93.94,1,1,1,有,有,6380000,124514,坡道平面,57.96,1900000,,RPPNMLMLKHGGFCA86EA,23.02,0.97,3.6,有,,2,1,3190000,1900000
內湖區,房地(土地+建物)+車位,陽光街161巷1~30號,56.69,都市：其他:第二種住宅區。,,,1091218,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,112.41,3,1,1,有,有,24250000,207006,塔式車位,2.51,1500000,110.1.19讓渡轉讓,RPWOMLTKKHGGFCA28EA,55.19,1.61,10.38,有,,3,1,8083333,1500000
內湖區,房地(土地+建物)+車位,陽光街161巷1~30號,55.52,都市：其他:第二種住宅區。,,,1100108,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,110.24,3,1,1,有,有,24500000,215353,塔式車位,2.51,1300000,,RPXOMLTKKHGGFCA38EA,54.08,1.51,10.26,有,,3,1,8166666,1300000
內湖區,房地(土地+建物)+車位,陽光街161巷1~30號,22.8,都市：其他:第二種住宅區。,,,1100102,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,46.620000000000005,1,1,1,有,有,12380000,246656,塔式車位,2.51,1500000,,RPOPMLTKKHGGFCA57EA,23.41,0.0,3.55,有,,3,1,4126666,1500000
內湖區,房地(土地+建物)+車位,陽光街161巷1~30號,21.35,都市：其他:第二種住宅區。,,,1100122,土地1建物1車位1,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,43.82,1,1,1,有,有,11350000,243282,塔式車位,2.51,1300000,,RPQPMLTKKHGGFCA77EA,25.27,0.0,0.0,有,,3,1,3783333,1300000
內湖區,房地(土地+建物),陽光街161巷1~30號,19.71,都市：其他:第二種住宅區。,,,1100111,土地1建物1車位0,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,38.3,1,1,1,有,有,9850000,257180,,0.0,0,,RPRPMLTKKHGGFCA87EA,23.41,0.0,0.0,有,,2,0,4925000,0
內湖區,房地(土地+建物),陽光街161巷1~30號,19.71,都市：其他:第二種住宅區。,,,1091213,土地1建物1車位0,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,38.3,1,1,1,有,有,9730000,254047,,0.0,0,,RPSPMLTKKHGGFCA97EA,23.41,0.0,0.0,有,,2,0,4865000,0
內湖區,房地(土地+建物),陽光街161巷1~30號,23.04,都市：其他:第二種住宅區。,,,1100122,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,44.730000000000004,1,1,1,有,有,11180000,249944,,0.0,0,,RPTPMLTKKHGGFCA08EA,27.34,0.0,0.0,有,,2,0,5590000,0
中山區,房地(土地+建物),中山北路二段45巷1~30號,4.97,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1091025,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680623,33.36,1,1,1,有,有,7200000,215827,,0.0,0,,RPXNMLMLJHGGFCA57EA,22.26,0.0,3.21,有,,3,0,2400000,0
萬華區,房地(土地+建物),萬大路322巷31~60號,5.1,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第壹種商業區)。,,,1100115,土地1建物1車位0,一層,二十六層,住宅大樓(11層含以上有電梯),一般零售業甲乙組，（Ｇ３）,鋼筋混凝土造,1040206,33.5,2,1,1,有,有,8500000,253731,,0.0,0,,RPPOMLKLKHGGFBA66EA,26.84,0.0,0.0,無,,2,0,4250000,0
萬華區,房地(土地+建物),中華路二段331~360號,5.19,都市：其他:道路用地(公共設施用地)。63/1/3,,,1091228,土地4建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0570816,14.03,1,1,1,有,無,2200000,156807,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPRNMLMLKHGGFBA96EA,14.03,0.0,0.0,無,,5,0,440000,0
萬華區,房地(土地+建物)+車位,萬大路423巷31~60號,40.52,都市：其他:第三之一種住宅區。,,,1100110,土地4建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970103,189.3,3,2,2,有,有,28100000,148442,坡道平面,0.0,0,,RPTOMLMLKHGGFBA27EA,103.07,0.0,9.77,有,,6,1,4683333,0
大安區,房地(土地+建物),和平東路一段211~240號,25.0,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1100103,土地1建物1車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700223,213.74,6,1,2,有,無,47180000,220735,,0.0,0,陽台外推;,RPSNMLTKKHGGFFA97DA,197.65,0.0,16.09,有,,2,0,23590000,0
文山區,房地(土地+建物)+車位,忠順街二段90巷31~60號,32.8,都市：其他:第三種住宅區。,,,1100103,土地1建物2車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840831,152.7,3,2,2,有,有,20180000,132155,坡道平面,0.0,2100000,陽台外推;,RPTOMLKLKHGGFAA96EA,78.92,2.01,9.66,有,,4,1,5045000,2100000
文山區,房地(土地+建物)+車位,辛亥路四段77巷61~90號,68.59,都市：其他:第二種住宅區 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1100106,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831101,143.01,3,2,2,有,有,19200000,134256,坡道平面,0.0,1800000,陽台外推;其他增建;,RPUOMLKLKHGGFAA07EA,84.59,3.17,8.49,有,,3,1,6400000,1800000
文山區,房地(土地+建物)+車位,指南路三段61~90號,32.7,都市：其他:第三種住宅區。,,,1100126,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030513,169.05,5,2,2,有,有,25000000,159778,坡道平面,25.1,2000000,,RPVOMLKLKHGGFAA17EA,88.0,8.08,6.26,有,48.0,3,1,8333333,2000000
中正區,房地(土地+建物),南昌路二段121~150號,3.5,都市：其他:第三種住宅區。,,,1100112,土地2建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091013,42.379999999999995,1,1,1,有,無,10740000,253421,,0.0,0,,RPPNMLMLKHGGFAA66EA,23.4,1.05,1.89,有,,3,0,3580000,0
中正區,房地(土地+建物),南昌路二段121~150號,3.5,都市：其他:第三種住宅區。,,,1100112,土地2建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091013,42.379999999999995,1,1,1,有,無,11200000,264276,,0.0,0,,RPQNMLMLKHGGFAA76EA,23.4,1.05,1.89,有,,3,0,3733333,0
大安區,土地,學府段一小段331~360地號,6.47,都市：其他:道路用地(公共設施用地)。62/9/14,,,1100203,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2940000,454405,,0.0,0,包含公共設施保留地用地;,RPSNMLNLKHGGFFA47DA,0.0,0.0,0.0,無,,2,0,1470000,0
大安區,房地(土地+建物),瑞安街208巷78弄1~30號,45.75,都市：其他:道路用地(公共設施用地)。60/7/13,,,1091218,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580401,82.49,3,2,1,有,無,25000000,303067,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPRNMLSKKHGGFFA77DA,82.49,0.0,0.0,無,,3,0,8333333,0
大安區,房地(土地+建物),瑞安街222巷31~60號,30.0,都市：其他:道路用地(公共設施用地)。60/7/13,,,1100110,土地2建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,89.84,3,2,2,有,無,23500000,261576,,0.0,0,陽台外推;其他增建;,RPVOMLOJKHGGFFA77DA,89.84,0.0,0.0,無,,3,0,7833333,0
大安區,房地(土地+建物)+車位,四維路66巷1~30號,28.19,都市：其他:第四種住宅區。,,,1091229,土地1建物1車位1,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840915,173.63,3,2,2,有,有,46500000,267811,坡道平面,0.0,0,陽台外推;,RPQPMLPLJHGGFFA57DA,88.84,1.23,11.4,有,,3,1,15500000,0
大安區,房地(土地+建物),建國南路二段151巷31~60號,25.14,都市：其他:第三種住宅區。,,,1091227,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740418,116.87,3,2,2,有,無,37500000,320869,,0.0,0,,RPOOMLSLJHGGFFA57DA,98.78,1.62,10.5,有,,2,0,18750000,0
大安區,房地(土地+建物),敦化南路一段301~330號,12.77,都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第肆種住宅區及第肆之壹種住宅區) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1091222,土地1建物1車位0,六層，陽臺，電梯樓梯間,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.55,4,2,2,有,有,49500000,322371,,0.0,0,,RPQOMLSLJHGGFFA77DA,153.55,0.0,0.0,有,,2,0,24750000,0
大安區,房地(土地+建物),復興南路一段301~330號,4.51,都市：其他:第四種住宅區。,,,1100111,土地2建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,37.370000000000005,1,1,1,有,有,12380000,331282,,0.0,0,陽台外推;,RPUOMLSLJHGGFFA18DA,23.56,0.0,6.58,有,,3,0,4126666,0
大安區,房地(土地+建物),敦化南路一段270巷1~30號,25.36,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)。,,,1091129,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660921,172.12,3,2,2,有,有,43000000,249826,,0.0,0,陽台外推;,RPPNMLMLJHGGFFA96DA,134.82,0.0,17.8,有,,2,0,21500000,0
北投區,車位,三合街一段31~60號,0.11,都市：其他:第三種住宅區。,,,1100109,土地1建物1車位1,,,其他,,,,45.47,0,0,0,有,有,2800000,,坡道平面,45.47,2800000,僅車位交易;預售屋、或土地及建物分次登記案件;,RPPPMLTKKHGGFEA77DA,0.0,0.0,0.0,有,49.0,3,1,933333,2800000
北投區,車位,三合街一段31~60號,0.11,都市：其他:第三種住宅區。,,,1100117,土地1建物1車位1,,,其他,,,,45.47,0,0,0,有,有,2800000,,坡道平面,45.47,2800000,僅車位交易;預售屋、或土地及建物分次登記案件;,RPQPMLTKKHGGFEA87DA,0.0,0.0,0.0,有,49.0,3,1,933333,2800000
北投區,房地(土地+建物)+車位,三合街一段31~60號,27.39,都市：其他:第三種住宅區。,,,1091213,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1061222,185.21,3,2,2,有,有,31500000,205381,坡道平面,45.47,2800000,預售屋、或土地及建物分次登記案件;,RPRPMLTKKHGGFEA97DA,78.6,5.92,9.4,有,,3,1,10500000,2800000
北投區,房地(土地+建物)+車位,三合街一段31~60號,27.39,都市：其他:第三種住宅區。,,,1091220,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1061222,185.21,3,2,2,有,有,33700000,223272,坡道平面,45.47,2500000,預售屋、或土地及建物分次登記案件;,RPSPMLTKKHGGFEA08DA,78.6,5.92,9.4,有,,3,1,11233333,2500000
士林區,土地,華岡段一小段421~450地號,4079.47,都市：其他:保護區。,,,1091228,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2500000,613,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPTNMLKLKHGGFEA17DA,0.0,0.0,0.0,無,,3,0,833333,0
北投區,房地(土地+建物),致遠一路一段31~60號,23.4,都市：其他:第三種住宅區。,,,1100108,土地4建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690112,94.60000000000001,3,2,1,有,無,15000000,158562,,0.0,0,陽台外推;其他增建;,RPXNMLKLKHGGFEA57DA,77.61,0.0,9.09,無,,5,0,3000000,0
北投區,土地,洲美段一小段361~390地號,450.51,都市：其他:農業區。,,,1100116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,31344300,69575,,0.0,0,,RPXOMLMLKHGGFEA87DA,0.0,0.0,0.0,無,,1,0,31344300,0
士林區,房地(土地+建物),福港街259巷1~30號,28.28,都市：其他:第三種住宅區。,,,1100101,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711217,101.06,3,2,2,有,無,12000000,118741,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPQOMLTKKHGGFEA77DA,85.93,0.0,13.35,無,,2,0,6000000,0
士林區,房地(土地+建物)+車位,忠義街121~150號,66.34,都市：其他:第三種住宅區。,,,1091108,土地1建物1車位1,十四層，十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800514,382.65,4,4,3,有,有,56000000,146348,坡道平面,0.0,0,陽台外推;其他增建;,RPTOMLSKKHGGFEA97DA,228.12,77.61,13.14,有,,3,1,18666666,0
北投區,房地(土地+建物),立農街二段202巷9弄1~30號,29.9,都市：其他:第三種住宅區。,,,1091015,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700609,97.66,3,2,2,有,無,16900000,173049,,0.0,0,陽台外推;其他增建;,RPWOMLTJKHGGFEA28DA,88.65,0.0,9.01,無,51.0,2,0,8450000,0
士林區,土地,富安段一小段241~270地號,1044.62,都市：其他:娛樂區(細部計畫尚未完成，尚未能准許依變更後計畫用途使用)。,,,1100202,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,72680000,69576,,0.0,0,,RPSNMLTJKHGGFEA77DA,0.0,0.0,0.0,無,,2,0,36340000,0
士林區,土地,溪洲段三小段1~30地號,276.83,都市：其他:國小用地(公共設施用地)(將來採區段徵收方式辦理整體開發)。100/6/8,,,1100129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,19260660,69576,,0.0,0,包含公共設施保留地用地;,RPRNMLOJKHGGFEA17DA,0.0,0.0,0.0,無,52.0,1,0,19260660,0
士林區,房地(土地+建物),天母東路61巷1~30號,11.83,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1100118,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841017,41.73,1,1,1,有,有,9080000,217589,,0.0,0,其他增建;,RPPPMLLLJHGGFEA96DA,23.12,0.0,7.49,有,53.0,2,0,4540000,0
松山區,房地(土地+建物),三民路29巷1~30號,44.24,都市：其他:第三種住宅區。,,,1100117,土地2建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931111,207.63,3,2,2,有,有,46000000,221548,,0.0,0,陽台外推;其他增建;,RPPQMLTKKHGGFDA77DA,117.42,2.54,11.24,有,,3,0,15333333,0
南港區,車位,興華路64巷1~30號,1.2,都市：其他:第三種住宅區。,,,1100203,土地1建物1車位1,地下三層,十三層,其他,停車空間,鋼筋混凝土造,0971030,48.3,0,0,0,有,有,1600000,,坡道平面,0.0,1600000,僅車位交易;,RPQQMLTKKHGGFDA87DA,0.0,0.0,0.0,有,54.0,3,1,533333,1600000
南港區,房地(土地+建物)+車位,經貿二路157巷36弄61~90號,41.02,都市：其他:住宅區(供商務住宅使用)。,,,1091229,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970905,189.1,3,2,1,有,有,38600000,204125,坡道平面,37.81,0,,RPQNMLKLKHGGFDA76DA,91.13,4.24,8.09,有,,3,1,12866666,0
松山區,房地(土地+建物),南京東路五段291巷20弄1~30號,7.57,都市：其他:第三種住宅區。,,,1100113,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020423,33.06,1,1,1,有,有,9500000,287356,,0.0,0,,RPPNMLMLKHGGFDA86DA,16.65,3.31,0.0,有,55.0,2,0,4750000,0
松山區,房地(土地+建物),撫遠街394巷1~30號,39.2,都市：其他:住宅用地(民生社區特定專用區)。,,,1100114,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700408,142.76,3,2,2,有,無,23800000,166713,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;,RPPPMLSKKHGGFDA57DA,122.14,0.0,20.62,無,,2,0,11900000,0
信義區,車位,基隆路二段121~150號,1.39,都市：其他:第三種住宅區。,,,1100204,土地2建物1車位1,地下一層,十二層,其他,停車空間,鋼筋混凝土造,0790119,46.66,0,0,0,有,有,2800000,,坡道平面,46.66,2800000,僅車位交易;,RPTPMLSKKHGGFDA97DA,0.0,0.0,0.0,有,56.0,4,1,700000,2800000
